Timestamp,LUX,LDR,Vo,Vi,LED
1333144,22.5,578,2.8,1.0,50
1335624,22.7,580,2.8,1.0,50
1338088,22.7,580,2.8,1.0,50
1340548,22.3,577,2.8,1.0,50
1343012,22.3,577,2.8,1.0,50
1345472,22.5,578,2.8,1.0,50
1347952,22.7,580,2.8,1.0,50
1350408,22.7,580,2.8,1.0,50
1352868,22.3,577,2.8,1.0,50
1355332,22.3,577,2.8,1.0,50
1357800,22.6,579,2.8,1.0,50
1360280,22.7,580,2.8,1.0,50
1362736,22.6,579,2.8,1.0,50
1365196,22.3,577,2.8,1.0,50
1367660,22.5,578,2.8,1.0,50
1370128,22.6,579,2.8,1.0,50
1372600,22.7,580,2.8,1.0,50
1375048,22.6,579,2.8,1.0,50
1377524,22.3,577,2.8,1.0,50
1379992,22.6,579,2.8,1.0,50
1382464,22.7,580,2.8,1.0,50
1384928,22.7,580,2.8,1.0,50
1387376,22.6,579,2.8,1.0,50
1389844,22.3,577,2.8,1.0,50
1392308,22.5,578,2.8,1.0,50
1394784,22.7,580,2.8,1.0,50
1397256,22.7,580,2.8,1.0,50
1399704,22.5,578,2.8,1.0,50
1402172,22.5,578,2.8,1.0,50
1404632,22.6,579,2.8,1.0,50
1407108,22.9,581,2.8,1.0,50
1409576,22.7,580,2.8,1.0,50
1412024,22.5,578,2.8,1.0,50
1414492,22.5,578,2.8,1.0,50
1416968,22.7,580,2.8,1.0,50
1419436,22.9,581,2.8,1.0,50
