
Timestamp,LED,Vi,Vo,LUX
1040,0,0.00000,3.88563,107.65164
9004,0,0.00000,3.89052,108.65242
16956,0,0.00000,3.91984,114.92648
24948,0,0.00000,3.92962,117.12606
32952,0,0.00000,3.90029,110.69150
40940,0,0.00000,3.87586,105.68698
48948,0,0.00000,3.88563,107.65164
56948,0,0.00000,3.91984,114.92648
64940,0,0.00000,3.92962,117.12606
72944,0,0.00000,3.90029,110.69150
80940,0,0.00000,3.88074,106.66329
88932,0,0.00000,3.88563,107.65164
96932,0,0.00000,3.91984,114.92648
104924,0,0.00000,3.93451,118.24715
112988,0,0.00000,3.91007,112.78225
121040,0,0.00000,3.88074,106.66329
129100,0,0.00000,3.88563,107.65164
137152,0,0.00000,3.91496,113.84758
145196,0,0.00000,3.93451,118.24715
153256,0,0.00000,3.91496,113.84758
161316,0,0.00000,3.88074,106.66329
169368,0,0.00000,3.88074,106.66329
177420,0,0.00000,3.91007,112.78225
185460,0,0.00000,3.92962,117.12606
193512,0,0.00000,3.91496,113.84758
201572,0,0.00000,3.89052,108.65242
209628,0,0.00000,3.87586,105.68698
217692,0,0.00000,3.90029,110.69150
225724,0,0.00000,3.92962,117.12606
233776,0,0.00000,3.92473,116.01923
241832,0,0.00000,3.89052,108.65242
249892,0,0.00000,3.87586,105.68698
257948,0,0.00000,3.89541,109.66556
265996,0,0.00000,3.92962,117.12606
274052,0,0.00000,3.91984,114.92648
282116,0,0.00000,3.90029,110.69150
290164,0,0.00000,3.87097,104.72251
298224,0,0.00000,3.88563,107.65164
306280,0,0.00000,3.92473,116.01923
314316,0,0.00000,3.92962,117.12606
322380,0,0.00000,3.90029,110.69150
330432,0,0.00000,3.87097,104.72251
338500,0,0.00000,3.88563,107.65164
346556,0,0.00000,3.91496,113.84758
354604,0,0.00000,3.93451,118.24715
362660,0,0.00000,3.91007,112.78225
370712,0,0.00000,3.88074,106.66329
378764,0,0.00000,3.88074,106.66329
386816,0,0.00000,3.91007,112.78225
394852,0,0.00000,3.92962,117.12606
402908,0,0.00000,3.91984,114.92648
410972,0,0.00000,3.88074,106.66329
419028,0,0.00000,3.88074,106.66329
427080,0,0.00000,3.90518,111.73028
435108,0,0.00000,3.92962,117.12606
443164,0,0.00000,3.91984,114.92648
451228,0,0.00000,3.88563,107.65164
459292,0,0.00000,3.88074,106.66329
467344,0,0.00000,3.90029,110.69150
475384,0,0.00000,3.92473,116.01923
483428,0,0.00000,3.92962,117.12606
