Timestamp,LUX,LDR,Vo,Vi,LED
1001084,78.4,758,3.7,2.9,150
1003388,78.4,758,3.7,2.9,150
1005728,77.1,756,3.7,2.9,150
1008064,77.1,756,3.7,2.9,150
1010396,77.1,756,3.7,2.9,150
1012732,77.8,757,3.7,2.9,150
1015072,78.4,758,3.7,2.9,150
1017408,78.4,758,3.7,2.9,150
1019748,78.4,758,3.7,2.9,150
1022096,78.4,758,3.7,5.0,255
1024420,87.2,771,3.8,5.0,255
1026736,100.8,788,3.9,5.0,255
1029108,111.2,799,3.9,5.0,255
1031492,118.5,806,3.9,5.0,255
1033860,123.1,810,4.0,5.0,255
1036232,125.4,812,4.0,5.0,255
1038612,127.8,814,4.0,5.0,255
1040984,129.0,815,4.0,5.0,255
1043348,130.3,816,4.0,5.0,255
1045788,131.5,817,4.0,5.0,255
1048412,131.5,817,4.0,5.0,255
1051052,132.8,818,4.0,5.0,255
1053688,132.8,818,4.0,5.0,255
1056324,132.8,818,4.0,5.0,255
1058964,132.8,818,4.0,5.0,255
1061596,134.1,819,4.0,5.0,255
1064232,135.4,820,4.0,5.0,255
1066864,132.8,818,4.0,5.0,255
1069504,134.1,819,4.0,5.0,255
1072136,134.1,819,4.0,5.0,255
1074776,134.1,819,4.0,5.0,255
1077408,134.1,819,4.0,5.0,255
1080044,134.1,819,4.0,5.0,255
1082680,135.4,820,4.0,5.0,255
1085304,135.4,820,4.0,5.0,255
1087952,134.1,819,4.0,5.0,255
1090584,135.4,820,4.0,5.0,255
1093216,134.1,819,4.0,5.0,255
1095856,135.4,820,4.0,5.0,255
1098480,135.4,820,4.0,5.0,255
1101128,135.4,820,4.0,5.0,255
1103756,134.1,819,4.0,5.0,255
1106392,135.4,820,4.0,5.0,255
1109032,135.4,820,4.0,5.0,255
1111664,135.4,820,4.0,5.0,255
1114296,134.1,819,4.0,5.0,255
1116928,135.4,820,4.0,5.0,255
1119568,135.4,820,4.0,5.0,255
1122200,135.4,820,4.0,5.0,255
1124840,135.4,820,4.0,5.0,255
1127472,135.4,820,4.0,5.0,255
1130112,135.4,820,4.0,5.0,255
1132744,135.4,820,4.0,5.0,255
1135372,134.1,819,4.0,5.0,255
1138016,135.4,820,4.0,5.0,255
1140640,135.4,820,4.0,5.0,255
1143288,135.4,820,4.0,5.0,255
1145920,135.4,820,4.0,5.0,255
1148552,135.4,820,4.0,5.0,255
1151192,135.4,820,4.0,5.0,255
1153816,135.4,820,4.0,5.0,255
1156456,135.4,820,4.0,5.0,255
1159088,135.4,820,4.0,5.0,255
1161728,135.4,820,4.0,5.0,255
1164368,135.4,820,4.0,5.0,255
1167000,135.4,820,4.0,5.0,255
1169632,135.4,820,4.0,5.0,255
1172264,135.4,820,4.0,5.0,255
1174904,135.4,820,4.0,5.0,255
1177528,135.4,820,4.0,5.0,255
1180176,135.4,820,4.0,5.0,255
1182808,135.4,820,4.0,5.0,255
1185448,135.4,820,4.0,5.0,255
1188080,135.4,820,4.0,5.0,255
1190704,135.4,820,4.0,5.0,255
1193352,135.4,820,4.0,5.0,255
1195976,135.4,820,4.0,5.0,255
1198616,135.4,820,4.0,5.0,255
1201256,135.4,820,4.0,5.0,255
1203888,135.4,820,4.0,5.0,255
1206528,135.4,820,4.0,5.0,255
1209152,135.4,820,4.0,5.0,255
1211792,135.4,820,4.0,5.0,255
1214424,135.4,820,4.0,5.0,255
1217064,135.4,820,4.0,5.0,255
1219696,135.4,820,4.0,5.0,255
1222328,135.4,820,4.0,5.0,255
1224968,135.4,820,4.0,5.0,255
1227600,135.4,820,4.0,5.0,255
1230240,135.4,820,4.0,5.0,255
1232864,136.7,821,4.0,5.0,255
1235512,135.4,820,4.0,5.0,255
