Timestamp,LUX,LDR,Vo,Vi,LED
1226900,48.7,695,3.4,2.0,100
1229452,49.4,697,3.4,2.0,100
1232000,49.4,697,3.4,2.0,100
1234548,48.4,694,3.4,2.0,100
1237100,48.7,695,3.4,2.0,100
1239648,49.4,697,3.4,2.0,100
1242204,49.4,697,3.4,2.0,100
1244748,48.1,693,3.4,2.0,100
1247300,48.7,695,3.4,2.0,100
1249852,49.4,697,3.4,2.0,100
1252404,49.4,697,3.4,2.0,100
1254948,48.4,694,3.4,2.0,100
1257500,49.1,696,3.4,2.0,100
1260052,49.4,697,3.4,2.0,100
1262604,49.4,697,3.4,2.0,100
1265148,48.4,694,3.4,2.0,100
1267692,49.1,696,3.4,2.0,100
1270252,49.4,697,3.4,2.0,100
1272796,49.4,697,3.4,2.0,100
1275348,48.4,694,3.4,2.0,100
1277892,49.1,696,3.4,2.0,100
1280452,49.4,697,3.4,2.0,100
1283000,49.8,698,3.4,2.0,100
1285548,48.4,694,3.4,2.0,100
1288092,49.1,696,3.4,2.0,100
1290652,49.8,698,3.4,2.0,100
1293196,49.4,697,3.4,2.0,100
1295748,48.7,695,3.4,2.0,100
1298292,49.1,696,3.4,2.0,100
1300852,49.8,698,3.4,2.0,100
1303396,49.4,697,3.4,2.0,100
1305948,48.4,694,3.4,2.0,100
1308492,49.1,696,3.4,2.0,100
1311052,49.8,698,3.4,2.0,100
1313600,49.8,698,3.4,2.0,100
1316148,48.7,695,3.4,2.0,100
1318700,49.1,696,3.4,2.0,100
1321252,49.8,698,3.4,2.0,100
1323800,49.8,698,3.4,2.0,100
1326348,48.7,695,3.4,2.0,100
1328892,49.1,696,3.4,2.0,100
1331452,49.8,698,3.4,2.0,100
1334000,49.8,698,3.4,2.0,100
1336548,48.7,695,3.4,2.0,100
1339092,49.1,696,3.4,2.0,100
1341652,49.8,698,3.4,2.0,100
1344200,49.8,698,3.4,2.0,100
1346748,48.7,695,3.4,2.0,100
1349300,49.1,696,3.4,2.0,100
1351852,49.8,698,3.4,2.0,100
1354404,49.8,698,3.4,2.0,100
1356948,48.7,695,3.4,2.0,100
1359500,49.1,696,3.4,2.0,100
1362052,49.8,698,3.4,2.0,100
1364604,49.8,698,3.4,2.0,100
1367148,48.7,695,3.4,2.0,100
1369700,49.1,696,3.4,2.0,100
1372256,50.2,699,3.4,2.0,100
1374804,49.8,698,3.4,2.0,100
1377348,48.7,695,3.4,2.0,100
1379900,49.4,697,3.4,2.0,100
1382452,49.8,698,3.4,2.0,100
1385004,49.8,698,3.4,2.0,100
1387548,48.7,695,3.4,2.0,100
1390096,49.4,697,3.4,2.0,100
1392656,50.2,699,3.4,2.0,100
1395208,50.2,699,3.4,2.0,100
1397744,48.7,695,3.4,2.0,100
1400300,49.4,697,3.4,2.0,100
1402848,49.8,698,3.4,2.0,100
1405404,49.8,698,3.4,2.0,100
1407944,48.7,695,3.4,2.0,100
1410500,49.4,697,3.4,2.0,100
1413048,50.2,699,3.4,2.0,100
1415604,49.8,698,3.4,2.0,100
1418144,48.7,695,3.4,2.0,100
