Timestamp,LUX,LDR,Vo,Vi,LED
1001088,7.8,408,2.0,0.4,20
1003280,7.8,408,2.0,0.4,20
1005512,7.8,408,2.0,0.4,20
1007756,7.8,408,2.0,0.4,20
1009980,7.7,407,2.0,0.4,20
1012212,7.7,407,2.0,0.4,20
1014444,7.7,406,2.0,0.4,20
1016684,7.7,407,2.0,0.4,20
1018908,7.7,407,2.0,0.4,20
1021148,7.8,408,2.0,0.6,30
1023376,8.0,412,2.0,0.6,30
1025620,8.4,420,2.1,0.6,30
1027844,8.9,429,2.1,0.6,30
1030072,9.4,438,2.1,0.6,30
1032308,9.8,444,2.2,0.6,30
1034536,10.1,450,2.2,0.6,30
1036804,10.4,454,2.2,0.6,30
1039076,10.7,459,2.2,0.6,30
1041344,11.0,463,2.3,0.6,30
1043608,11.3,467,2.3,0.6,30
1045888,11.5,470,2.3,0.6,30
1048168,11.7,473,2.3,0.6,30
1050444,11.8,474,2.3,0.6,30
1052728,11.8,475,2.3,0.6,30
1055000,11.8,475,2.3,0.6,30
1057276,11.8,474,2.3,0.6,30
1059552,11.9,476,2.3,0.6,30
1061932,12.1,478,2.3,0.6,30
1064396,12.2,480,2.3,0.6,30
1066852,12.2,480,2.3,0.6,30
1069324,12.1,479,2.3,0.6,30
1071788,12.1,479,2.3,0.6,30
1074260,12.3,481,2.4,0.6,30
1076724,12.4,482,2.4,0.6,30
1079184,12.4,482,2.4,0.6,30
1081652,12.2,480,2.3,0.6,30
1084112,12.3,481,2.4,0.6,30
1086580,12.4,482,2.4,0.6,30
1089044,12.4,483,2.4,0.6,30
1091504,12.4,482,2.4,0.6,30
1093980,12.2,480,2.3,0.6,30
1096440,12.3,481,2.4,0.6,30
1098908,12.4,483,2.4,0.6,30
1101372,12.5,484,2.4,0.6,30
1103828,12.4,483,2.4,0.6,30
1106300,12.3,481,2.4,0.6,30
1108768,12.4,482,2.4,0.6,30
1111228,12.5,484,2.4,0.6,30
1113700,12.5,484,2.4,0.6,30
1116164,12.4,482,2.4,0.6,30
1118628,12.4,482,2.4,0.6,30
1121084,12.4,483,2.4,0.6,30
1123556,12.6,485,2.4,0.6,30
1126020,12.5,484,2.4,0.6,30
1128484,12.4,483,2.4,0.6,30
1130948,12.4,483,2.4,0.6,30
1133416,12.5,484,2.4,0.6,30
1135884,12.6,485,2.4,0.6,30
1138348,12.5,484,2.4,0.6,30
1140812,12.4,482,2.4,0.6,30
1143276,12.4,483,2.4,0.6,30
1145736,12.6,485,2.4,0.6,30
1148204,12.6,485,2.4,0.6,30
1150664,12.6,485,2.4,0.6,30
1153140,12.4,482,2.4,0.6,30
1155604,12.4,483,2.4,0.6,30
1158064,12.6,485,2.4,0.6,30
1160532,12.6,485,2.4,0.6,30
1162992,12.5,484,2.4,0.6,30
1165460,12.4,482,2.4,0.6,30
1167924,12.5,484,2.4,0.6,30
1170384,12.6,485,2.4,0.6,30
1172860,12.6,485,2.4,0.6,30
1175328,12.5,484,2.4,0.6,30
1177788,12.4,483,2.4,0.6,30
1180252,12.5,484,2.4,0.6,30
1182712,12.7,486,2.4,0.6,30
1185180,12.6,485,2.4,0.6,30
1187640,12.5,484,2.4,0.6,30
1190108,12.4,483,2.4,0.6,30
1192580,12.6,485,2.4,0.6,30
1195044,12.7,486,2.4,0.6,30
1197508,12.6,485,2.4,0.6,30
1199964,12.4,483,2.4,0.6,30
1202436,12.5,484,2.4,0.6,30
1204900,12.6,485,2.4,0.6,30
1207364,12.7,486,2.4,0.6,30
1209828,12.6,485,2.4,0.6,30
1212292,12.4,483,2.4,0.6,30
1214764,12.5,484,2.4,0.6,30
1217224,12.7,486,2.4,0.6,30
1219692,12.7,486,2.4,0.6,30
1222156,12.6,485,2.4,0.6,30
1224616,12.4,482,2.4,0.6,30
1227084,12.5,484,2.4,0.6,30
1229544,12.7,486,2.4,0.6,30
1232020,12.7,486,2.4,0.6,30
1234484,12.6,485,2.4,0.6,30
1236940,12.4,483,2.4,0.6,30
1239412,12.6,485,2.4,0.6,30
1241872,12.7,486,2.4,0.6,30
1244340,12.6,485,2.4,0.6,30
1246804,12.5,484,2.4,0.6,30
1249264,12.5,484,2.4,0.6,30
1251740,12.6,485,2.4,0.6,30
1254200,12.7,486,2.4,0.6,30
1256668,12.6,485,2.4,0.6,30
1259132,12.4,483,2.4,0.6,30
1261596,12.6,485,2.4,0.6,30
1264060,12.7,486,2.4,0.6,30
1266520,12.7,486,2.4,0.6,30
1268988,12.6,485,2.4,0.6,30
1271460,12.4,483,2.4,0.6,30
1273924,12.5,484,2.4,0.6,30
1276388,12.7,486,2.4,0.6,30
1278848,12.7,486,2.4,0.6,30
1281316,12.6,485,2.4,0.6,30
1283772,12.4,483,2.4,0.6,30
1286244,12.6,485,2.4,0.6,30
1288708,12.7,486,2.4,0.6,30
1291176,12.7,486,2.4,0.6,30
1293644,12.6,485,2.4,0.6,30
1296104,12.5,484,2.4,0.6,30
1298572,12.6,485,2.4,0.6,30
1301036,12.7,486,2.4,0.6,30
1303496,12.7,486,2.4,0.6,30
1305964,12.5,484,2.4,0.6,30
1308424,12.5,484,2.4,0.6,30
1310900,12.6,485,2.4,0.6,30
1313364,12.7,486,2.4,0.6,30
1315824,12.7,486,2.4,0.6,30
1318292,12.5,484,2.4,0.6,30
1320752,12.6,485,2.4,0.6,30
1323220,12.7,486,2.4,0.6,30
1325684,12.7,486,2.4,0.6,30
1328148,12.6,485,2.4,0.6,30
1330620,12.4,483,2.4,0.6,30
1333080,12.5,484,2.4,0.6,30
1335548,12.7,486,2.4,0.6,30
1338012,12.7,486,2.4,0.6,30
1340476,12.6,485,2.4,0.6,30
1342940,12.4,483,2.4,0.6,30
1345400,12.6,485,2.4,0.6,30
1347868,12.7,486,2.4,0.6,30
1350336,12.7,486,2.4,0.6,30
1352804,12.6,485,2.4,0.6,30
1355268,12.5,484,2.4,0.6,30
1357728,12.6,485,2.4,0.6,30
1360196,12.7,486,2.4,0.6,30
1362656,12.7,486,2.4,0.6,30
1365124,12.5,484,2.4,0.6,30
1367588,12.5,484,2.4,0.6,30
1370056,12.7,486,2.4,0.6,30
1372524,12.8,487,2.4,0.6,30
1374984,12.7,486,2.4,0.6,30
1377452,12.5,484,2.4,0.6,30
1379916,12.6,485,2.4,0.6,30
1382376,12.7,486,2.4,0.6,30
1384844,12.7,486,2.4,0.6,30
1387304,12.7,486,2.4,0.6,30
1389780,12.4,483,2.4,0.6,30
1392244,12.5,484,2.4,0.6,30
1394708,12.7,486,2.4,0.6,30
1397172,12.7,486,2.4,0.6,30
1399632,12.6,485,2.4,0.6,30
1402100,12.4,483,2.4,0.6,30
1404564,12.6,485,2.4,0.6,30
1407028,12.8,487,2.4,0.6,30
1409500,12.7,486,2.4,0.6,30
1411960,12.6,485,2.4,0.6,30
1414428,12.5,484,2.4,0.6,30
1416888,12.6,485,2.4,0.6,30
1419356,12.7,486,2.4,0.6,30
