Timestamp,LED,Vi,Vo,LUX
536,0,0.00000,0.00000,0.00000
8008,0,0.00000,0.00000,0.00000
15344,0,0.00000,0.00000,0.00000
22744,0,0.00000,0.00000,0.00000
30136,0,0.00000,0.00000,0.00000
37528,0,0.00000,0.00000,0.00000
44920,0,0.00000,0.00000,0.00000
52312,0,0.00000,0.00000,0.00000
59704,0,0.00000,0.00000,0.00000
67096,0,0.00000,0.00000,0.00000
74488,0,0.00000,0.00000,0.00000
81880,0,0.00000,0.00000,0.00000
89280,0,0.00000,0.00000,0.00000
96672,0,0.00000,0.00000,0.00000
104064,0,0.00000,0.00000,0.00000
111504,0,0.00000,0.00000,0.00000
118960,0,0.00000,0.00000,0.00000
126400,0,0.00000,0.00000,0.00000
133840,0,0.00000,0.00000,0.00000
141280,0,0.00000,0.00000,0.00000
148728,0,0.00000,0.00000,0.00000
156168,0,0.00000,0.00000,0.00000
163608,0,0.00000,0.00000,0.00000
171056,0,0.00000,0.00000,0.00000
178496,0,0.00000,0.00000,0.00000
185936,0,0.00000,0.00000,0.00000
193376,0,0.00000,0.00000,0.00000
200824,0,0.00000,0.00000,0.00000
208264,0,0.00000,0.00000,0.00000
215704,0,0.00000,0.00000,0.00000
223144,0,0.00000,0.00000,0.00000
230592,0,0.00000,0.00000,0.00000
238032,0,0.00000,0.00000,0.00000
245472,0,0.00000,0.00000,0.00000
252912,0,0.00000,0.00000,0.00000
260360,0,0.00000,0.00000,0.00000
267800,0,0.00000,0.00000,0.00000
275240,0,0.00000,0.00000,0.00000
282688,0,0.00000,0.00000,0.00000
290128,0,0.00000,0.00000,0.00000
297568,0,0.00000,0.00000,0.00000
305008,0,0.00000,0.00000,0.00000
312456,0,0.00000,0.00000,0.00000
319896,0,0.00000,0.00000,0.00000
327344,0,0.00000,0.00000,0.00000
334784,0,0.00000,0.00000,0.00000
342232,0,0.00000,0.00000,0.00000
349672,0,0.00000,0.00000,0.00000
357112,0,0.00000,0.00000,0.00000
364560,0,0.00000,0.00000,0.00000
372000,0,0.00000,0.00000,0.00000
379440,0,0.00000,0.00000,0.00000
386880,0,0.00000,0.00000,0.00000
394328,0,0.00000,0.00000,0.00000
401768,0,0.00000,0.00000,0.00000
409208,0,0.00000,0.00000,0.00000
416648,0,0.00000,0.00000,0.00000
424096,0,0.00000,0.00000,0.00000
431536,0,0.00000,0.00000,0.00000
438976,0,0.00000,0.00000,0.00000
446416,0,0.00000,0.00000,0.00000
453864,0,0.00000,0.00000,0.00000
461304,0,0.00000,0.00000,0.00000
468744,0,0.00000,0.00000,0.00000
476192,0,0.00000,0.00000,0.00000
483632,0,0.00000,0.00000,0.00000
491072,0,0.00000,0.00000,0.00000
498512,0,0.00000,0.00000,0.00000
505960,0,0.00000,0.00000,0.00000
513400,0,0.00000,0.00000,0.00000
520840,0,0.00000,0.00000,0.00000
528280,0,0.00000,0.00000,0.00000
535728,0,0.00000,0.00000,0.00000
543168,0,0.00000,0.00000,0.00000
550608,0,0.00000,0.00000,0.00000
558048,0,0.00000,0.00000,0.00000
565496,0,0.00000,0.00000,0.00000
572936,0,0.00000,0.00000,0.00000
580376,0,0.00000,0.00000,0.00000
587824,0,0.00000,0.00000,0.00000
595264,0,0.00000,0.00000,0.00000
602704,0,0.00000,0.00000,0.00000
610144,0,0.00000,0.00000,0.00000
617592,0,0.00000,0.00000,0.00000
625032,0,0.00000,0.00000,0.00000
632472,0,0.00000,0.00000,0.00000
639912,0,0.00000,0.00000,0.00000
647368,0,0.00000,0.00000,0.00000
654808,0,0.00000,0.00000,0.00000
662248,0,0.00000,0.00000,0.00000
669688,0,0.00000,0.00000,0.00000
677136,0,0.00000,0.00000,0.00000
684576,0,0.00000,0.00000,0.00000
692016,0,0.00000,0.00000,0.00000
699464,0,0.00000,0.00000,0.00000
706904,0,0.00000,0.00000,0.00000
714344,0,0.00000,0.00000,0.00000
721784,0,0.00000,0.00000,0.00000
729232,0,0.00000,0.00000,0.00000
736672,0,0.00000,0.00000,0.00000
744112,0,0.00000,0.00000,0.00000
751552,0,0.00000,0.00000,0.00000
759000,0,0.00000,0.00000,0.00000
766448,0,0.00000,0.00000,0.00000
773896,0,0.00000,0.00000,0.00000
781344,0,0.00000,0.00000,0.00000
788784,0,0.00000,0.00000,0.00000
796224,0,0.00000,0.00000,0.00000
803664,0,0.00000,0.00000,0.00000
811112,0,0.00000,0.00000,0.00000
818560,0,0.00000,0.00000,0.00000
826000,0,0.00000,0.00000,0.00000
833440,0,0.00000,0.00000,0.00000
840888,0,0.00000,0.00000,0.00000
848328,0,0.00000,0.00000,0.00000
855768,0,0.00000,0.00000,0.00000
863208,0,0.00000,0.00000,0.00000
870656,0,0.00000,0.00000,0.00000
878096,0,0.00000,0.00000,0.00000
885536,0,0.00000,0.00000,0.00000
892984,0,0.00000,0.00000,0.00000
900424,0,0.00000,0.00000,0.00000
907864,0,0.00000,0.00000,0.00000
915304,0,0.00000,0.00000,0.00000
922752,0,0.00000,0.00000,0.00000
930192,0,0.00000,0.00000,0.00000
937632,0,0.00000,0.00000,0.00000
945072,0,0.00000,0.00000,0.00000
952520,0,0.00000,0.00000,0.00000
959960,0,0.00000,0.00000,0.00000
967408,0,0.00000,0.00000,0.00000
974856,0,0.00000,0.00000,0.00000
982296,0,0.00000,0.00000,0.00000
989744,0,0.00000,0.00000,0.00000
997184,0,0.00000,0.00000,0.00000
1004632,0,0.00000,0.00000,0.00000
1012136,0,0.00000,0.00000,0.00000
1019640,0,0.00000,0.00000,0.00000
1027152,0,0.00000,0.00000,0.00000
1034656,0,0.00000,0.00000,0.00000
1042160,0,0.00000,0.00000,0.00000
1049672,0,0.00000,0.00000,0.00000
1057176,0,0.00000,0.00000,0.00000
1064680,0,0.00000,0.00000,0.00000
1072192,0,0.00000,0.00000,0.00000
1079696,0,0.00000,0.00000,0.00000
1087200,0,0.00000,0.00000,0.00000
1094712,0,0.00000,0.00000,0.00000
1102216,0,0.00000,0.00000,0.00000
1109720,0,0.00000,0.00000,0.00000
1117232,0,0.00000,0.00000,0.00000
1124736,0,0.00000,0.00000,0.00000
1132240,0,0.00000,0.00000,0.00000
1139752,0,0.00000,0.00000,0.00000
1147256,0,0.00000,0.00000,0.00000
1154760,0,0.00000,0.00000,0.00000
1162272,0,0.00000,0.00000,0.00000
1169776,0,0.00000,0.00000,0.00000
1177280,0,0.00000,0.00000,0.00000
1184792,0,0.00000,0.00000,0.00000
1192296,0,0.00000,0.00000,0.00000
1199800,0,0.00000,0.00000,0.00000
1207312,0,0.00000,0.00000,0.00000
1214816,0,0.00000,0.00000,0.00000
1222320,0,0.00000,0.00000,0.00000
1229832,0,0.00000,0.00000,0.00000
1237336,0,0.00000,0.00000,0.00000
1244840,0,0.00000,0.00000,0.00000
1252344,0,0.00000,0.00000,0.00000
1259856,0,0.00000,0.00000,0.00000
1267360,0,0.00000,0.00000,0.00000
1274864,0,0.00000,0.00000,0.00000
1282376,0,0.00000,0.00000,0.00000
1289880,0,0.00000,0.00000,0.00000
1297384,0,0.00000,0.00000,0.00000
1304896,0,0.00000,0.00000,0.00000
1312400,0,0.00000,0.00000,0.00000
1319904,0,0.00000,0.00000,0.00000
1327416,0,0.00000,0.00000,0.00000
1334920,0,0.00000,0.00000,0.00000
1342424,0,0.00000,0.00000,0.00000
1349936,0,0.00000,0.00000,0.00000
1357440,0,0.00000,0.00000,0.00000
1364944,0,0.00000,0.00000,0.00000
1372456,0,0.00000,0.00000,0.00000
1379960,0,0.00000,0.00000,0.00000
1387464,0,0.00000,0.00000,0.00000
1394976,0,0.00000,0.00000,0.00000
1402480,0,0.00000,0.00000,0.00000
1409984,0,0.00000,0.00000,0.00000
1417496,0,0.00000,0.00000,0.00000
1425000,0,0.00000,0.00000,0.00000
1432504,0,0.00000,0.00000,0.00000
1440016,0,0.00000,0.00000,0.00000
1447520,0,0.00000,0.00000,0.00000
1455024,0,0.00000,0.00000,0.00000
1462536,0,0.00000,0.00000,0.00000
1470040,0,0.00000,0.00000,0.00000
1477544,0,0.00000,0.00000,0.00000
1485056,0,0.00000,0.00000,0.00000
1492560,0,0.00000,0.00000,0.00000
1500064,0,0.00000,0.00000,0.00000
1507576,0,0.00000,0.00000,0.00000
1515080,0,0.00000,0.00000,0.00000
1522584,0,0.00000,0.00000,0.00000
1530096,0,0.00000,0.00000,0.00000
1537600,0,0.00000,0.00000,0.00000
1545104,0,0.00000,0.00000,0.00000
1552616,0,0.00000,0.00000,0.00000
1560120,0,0.00000,0.00000,0.00000
1567624,0,0.00000,0.00000,0.00000
1575136,0,0.00000,0.00000,0.00000
1582640,0,0.00000,0.00000,0.00000
1590144,0,0.00000,0.00000,0.00000
1597656,0,0.00000,0.00000,0.00000
1605160,0,0.00000,0.00000,0.00000
1612664,0,0.00000,0.00000,0.00000
1620176,0,0.00000,0.00000,0.00000
1627680,0,0.00000,0.00000,0.00000
1635184,0,0.00000,0.00000,0.00000
1642696,0,0.00000,0.00000,0.00000
1650200,0,0.00000,0.00000,0.00000
1657704,0,0.00000,0.00000,0.00000
1665216,0,0.00000,0.00000,0.00000
1672720,0,0.00000,0.00000,0.00000
1680224,0,0.00000,0.00000,0.00000
1687736,0,0.00000,0.00000,0.00000
1695240,0,0.00000,0.00000,0.00000
1702744,0,0.00000,0.00000,0.00000
1710264,0,0.00000,0.00000,0.00000
1717768,0,0.00000,0.00000,0.00000
1725272,0,0.00000,0.00000,0.00000
1732784,0,0.00000,0.00000,0.00000
1740288,0,0.00000,0.00000,0.00000
1747792,0,0.00000,0.00000,0.00000
1755304,0,0.00000,0.00000,0.00000
1762808,0,0.00000,0.00000,0.00000
1770312,0,0.00000,0.00000,0.00000
1777824,0,0.00000,0.00000,0.00000
1785328,0,0.00000,0.00000,0.00000
1792832,0,0.00000,0.00000,0.00000
1800344,0,0.00000,0.00000,0.00000
1807848,0,0.00000,0.00000,0.00000
1815352,0,0.00000,0.00000,0.00000
1822864,0,0.00000,0.00000,0.00000
1830368,0,0.00000,0.00000,0.00000
1837872,0,0.00000,0.00000,0.00000
1845384,0,0.00000,0.00000,0.00000
1852888,0,0.00000,0.00000,0.00000
1860392,0,0.00000,0.00000,0.00000
1867904,0,0.00000,0.00000,0.00000
1875408,0,0.00000,0.00000,0.00000
1882912,0,0.00000,0.00000,0.00000
1890424,0,0.00000,0.00000,0.00000
1897928,0,0.00000,0.00000,0.00000
1905432,0,0.00000,0.00000,0.00000
1912944,0,0.00000,0.00000,0.00000
1920448,0,0.00000,0.00000,0.00000
1927952,0,0.00000,0.00000,0.00000
1935464,0,0.00000,0.00000,0.00000
1942968,0,0.00000,0.00000,0.00000
1950472,0,0.00000,0.00000,0.00000
1957984,0,0.00000,0.00000,0.00000
1965488,0,0.00000,0.00000,0.00000
1972992,0,0.00000,0.00000,0.00000
1980504,0,0.00000,0.00000,0.00000
1988008,0,0.00000,0.00000,0.00000
1995512,0,0.00000,0.00000,0.00000
2003024,0,0.00000,0.00000,0.00000
2010528,0,0.00000,0.00000,0.00000
2018032,0,0.00000,0.00000,0.00000
2025544,0,0.00000,0.00000,0.00000
2033048,0,0.00000,0.00000,0.00000
2040552,0,0.00000,0.00000,0.00000
2048064,0,0.00000,0.00000,0.00000
2055568,0,0.00000,0.00000,0.00000
2063072,0,0.00000,0.00000,0.00000
2070584,0,0.00000,0.00000,0.00000
2078088,0,0.00000,0.00000,0.00000
2085592,0,0.00000,0.00000,0.00000
2093104,0,0.00000,0.00000,0.00000
2100608,0,0.00000,0.00000,0.00000
2108112,0,0.00000,0.00000,0.00000
2115624,0,0.00000,0.00000,0.00000
2123128,0,0.00000,0.00000,0.00000
2130632,0,0.00000,0.00000,0.00000
2138144,0,0.00000,0.00000,0.00000
2145648,0,0.00000,0.00000,0.00000
2153152,0,0.00000,0.00000,0.00000
2160664,0,0.00000,0.00000,0.00000
2168168,0,0.00000,0.00000,0.00000
2175672,0,0.00000,0.00000,0.00000
2183184,0,0.00000,0.00000,0.00000
2190688,0,0.00000,0.00000,0.00000
2198192,0,0.00000,0.00000,0.00000
2205704,0,0.00000,0.00000,0.00000
2213208,0,0.00000,0.00000,0.00000
2220712,0,0.00000,0.00000,0.00000
2228216,0,0.00000,0.00000,0.00000
2235728,0,0.00000,0.00000,0.00000
2243232,0,0.00000,0.00000,0.00000
2250736,0,0.00000,0.00000,0.00000
2258248,0,0.00000,0.00000,0.00000
2265752,0,0.00000,0.00000,0.00000
2273256,0,0.00000,0.00000,0.00000
2280768,0,0.00000,0.00000,0.00000
2288272,0,0.00000,0.00000,0.00000
2295776,0,0.00000,0.00000,0.00000
2303288,0,0.00000,0.00000,0.00000
2310792,0,0.00000,0.00000,0.00000
2318296,0,0.00000,0.00000,0.00000
2325808,0,0.00000,0.00000,0.00000
2333312,0,0.00000,0.00000,0.00000
2340816,0,0.00000,0.00000,0.00000
2348328,0,0.00000,0.00000,0.00000
2355832,0,0.00000,0.00000,0.00000
2363336,0,0.00000,0.00000,0.00000
2370848,0,0.00000,0.00000,0.00000
2378352,0,0.00000,0.00000,0.00000
2385856,0,0.00000,0.00000,0.00000
2393368,0,0.00000,0.00000,0.00000
2400872,0,0.00000,0.00000,0.00000
2408376,0,0.00000,0.00000,0.00000
2415888,0,0.00000,0.00000,0.00000
2423392,0,0.00000,0.00000,0.00000
2430896,0,0.00000,0.00000,0.00000
2438408,0,0.00000,0.00000,0.00000
2445912,0,0.00000,0.00000,0.00000
2453416,0,0.00000,0.00000,0.00000
2460928,0,0.00000,0.00000,0.00000
2468432,0,0.00000,0.00000,0.00000
2475936,0,0.00000,0.00000,0.00000
2483448,0,0.00000,0.00000,0.00000
2490952,0,0.00000,0.00000,0.00000
2498456,0,0.00000,0.00000,0.00000
2505968,0,0.00000,0.00000,0.00000
2513472,0,0.00000,0.00000,0.00000
2520976,0,0.00000,0.00000,0.00000
2528488,0,0.00000,0.00000,0.00000
2535992,0,0.00000,0.00000,0.00000
2543496,0,0.00000,0.00000,0.00000
2551008,0,0.00000,0.00000,0.00000
2558512,0,0.00000,0.00000,0.00000
2566016,0,0.00000,0.00000,0.00000
2573528,0,0.00000,0.00000,0.00000
2581032,0,0.00000,0.00000,0.00000
2588536,0,0.00000,0.00000,0.00000
